,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
2205,prdb-912,US,Medical,null,null,Physical Partner,null,1823,null,null,0
2206,prdb-913,US,Employment Services,null,null,null,null,159000,null,null,0
2218,prdb-925,US,Manufacturing,null,null,null,null,202,null,null,0
2226,prdb-933,US,Manufacturing,null,null,null,null,20000,null,null,0
2234,prdb-941,US,Insurance,null,null,null,null,128000,null,null,0
2246,prdb-953,US,Medical,null,null,Configuration Phone,null,13000,null,null,0
2250,prdb-957,US,Publisher,null,null,null,null,17241,null,null,0
2259,prdb-966,US,Insurance,null,null,null,null,137,null,null,0
2265,prdb-972,US,Construction,null,null,null,null,16000,null,null,0
2277,prdb-984,US,Oil and Gas,null,null,null,null,160,null,null,0
2283,prdb-990,US,Information Technology,null,null,null,null,200,null,null,0
2291,prdb-998,US,Telecommunications,null,null,null,null,2100,null,null,0
2292,prdb-999,US,Consulting Services,null,Script or Program Extortion,null,Physical Assault,13329,null,null,0
2298,prdb-1005,US,Consulting Services,null,null,null,null,14023,null,null,0
2299,prdb-1006,US,Information Technology,null,null,null,null,2000,null,null,0
2308,prdb-1015,US,Advertising,null,null,null,null,1501,null,null,0
2313,prdb-1020,US,Information Technology,null,null,Design Software,null,1191,null,null,0
2327,prdb-1034,US,Tourism,null,null,null,Physical Theft,17000,null,null,0
2342,prdb-1049,US,Publisher,null,null,Implementation Email,null,1300000,null,null,0
2346,prdb-1053,US,Information Technology,null,Information Exchange Spam,Implementation Email,null,13000000,null,null,0
2355,prdb-1062,US,Research,null,null,Configuration Website,null,142,null,null,0
2374,prdb-1081,US,Oil and Gas,null,null,Configuration Phone,null,13000,null,null,0
2378,prdb-1085,US,Information Technology,null,null,Implementation Social media Configuration Phone,null,18000000,null,null,0
2390,prdb-1097,US,Associations,null,null,Implementation Email,null,180,null,null,0
2397,prdb-1104,US,Insurance,null,null,null,null,13412,null,null,0
2399,prdb-1106,US,Entertainment,null,null,null,null,142000,null,null,0
2402,prdb-1109,US,Publisher,null,null,Implementation Email Configuration Website,null,1400,null,null,0
2404,prdb-1111,US,Utilities,null,null,null,null,20,null,null,0
2409,prdb-1116,US,Medical,null,null,null,null,161,null,null,0
2419,prdb-1126,US,Consulting Services,null,null,null,Physical Theft,1200,null,null,0
2431,prdb-1138,US,Consulting Services,null,null,Configuration Phone,null,14475,null,null,0
2452,prdb-1159,US,Security Services,null,null,null,null,2038,null,null,0
2465,prdb-1172,US,Information Technology,null,null,Implementation Email,null,1784,null,null,0
2469,prdb-1176,US,Information Technology,null,null,Implementation Email,null,1290,null,null,0
2490,prdb-1197,US,Publisher,null,null,Implementation Email,null,16,null,null,0
2502,prdb-1209,US,Consulting Services,null,null,Implementation Email,null,1442,null,null,0
2503,prdb-1210,US,Information Technology,null,null,Implementation Email,null,167000000,null,null,0
2538,prdb-1245,US,Consulting Services,null,null,null,null,20000,null,null,0
2555,prdb-1262,US,Information Technology,null,null,null,null,160000,null,null,0
2574,prdb-1281,US,Information Technology,null,null,Implementation Email,null,120000,null,null,0
2617,prdb-1324,US,Manufacturing,null,null,null,Physical Theft,18000,null,null,0
2629,prdb-1336,US,Information Technology,null,null,Implementation Email,null,158128,null,null,0
2639,prdb-1346,US,Information Technology,null,null,Implementation Email,null,145000000,null,null,0
2658,prdb-1365,US,Utilities,null,null,Physical Partner Implementation Email Configuration Phone,null,1700,null,null,0
2696,prdb-1403,US,Political Organization,null,null,Implementation Email,Physical Theft,12000,null,null,0
2739,prdb-1446,US,Information Technology,null,null,Design Software,null,1500000,null,null,0
2750,prdb-1457,US,Government,null,null,null,null,200,null,null,0
2798,prdb-1505,US,Oil and Gas,null,null,null,null,20,null,null,0
2810,prdb-1517,US,Manufacturing,null,null,Configuration Website,null,15000,null,null,0
2848,prdb-1555,US,Information Technology,null,null,Implementation Email Configuration Network,null,117000000,null,null,0
2874,prdb-1581,CN,Information Technology,null,null,Implementation Email Configuration Network,null,1600000,null,null,0
2927,prdb-1634,US,Information Technology,null,null,null,null,134386,null,null,0
2938,prdb-1645,US,Other Services,null,null,Configuration Network,null,1614,null,null,0
2943,prdb-1650,US,Associations,null,null,null,null,1503710,null,null,0
2969,prdb-1676,US,Wholesaler,null,null,null,null,17,null,null,0
2975,prdb-1682,US,Other Services,null,Information Exchange Spam,Implementation Email SMS Social media Configuration Website,null,1370000000,null,null,0
2993,prdb-1700,US,NPO,null,null,null,null,2,null,null,0
3010,prdb-1717,US,Information Technology,null,null,Configuration Phone Website Misconfiguration,null,1300000,null,null,0
3019,prdb-1726,US,Information Technology,null,null,Implementation Social media Configuration Network Website,null,15000,null,null,0
3093,prdb-1800,US,Information Technology,null,null,Implementation Email Configuration Website,null,1700000,null,null,0
3102,prdb-1809,US,Manufacturing,null,null,null,null,18133,null,null,0
3103,prdb-1810,US,Social Services,null,null,null,null,1837,null,null,0
3104,prdb-1811,US,Information Technology,null,null,Implementation Email,null,11603,null,null,0
3108,prdb-1815,US,Consulting Services,null,null,null,Spoof Phishing,204,null,null,0
3128,prdb-1835,US,Consulting Services,null,null,Implementation Email,null,15450,null,null,0
3134,prdb-1841,US,Social Services,null,null,Implementation Email,null,15975,null,null,0
3135,prdb-1842,US,Insurance,null,null,Implementation Email,null,1500,null,null,0
3137,prdb-1844,US,Retailer,null,null,null,Physical Loss,1400000,null,null,0
3138,prdb-1845,US,Retailer,null,null,null,null,180000,null,null,0
3142,prdb-1849,US,Retailer,null,null,null,Physical Theft,1400,null,null,0
3146,prdb-1853,US,Retailer,null,null,null,null,206000,null,null,0
3147,prdb-1854,US,Retailer,null,null,null,null,200000,null,null,0
3155,prdb-1862,US,Retailer,null,null,null,null,16000,null,null,0
3158,prdb-1865,US,Retailer,null,null,null,null,1597,null,null,0
3159,prdb-1866,US,Retailer,null,null,null,null,1200,null,null,0
3163,prdb-1870,US,Retailer,null,null,Configuration Website,null,13,null,null,0
3170,prdb-1877,US,Retailer,null,null,null,null,20000,null,null,0
3180,prdb-1887,US,Retailer,null,null,Configuration Phone,null,1608,null,null,0
3183,prdb-1890,US,Retailer,null,null,null,null,130000,null,null,0
3189,prdb-1896,US,Retailer,null,null,null,null,138,null,null,0
3194,prdb-1901,US,Retailer,null,null,Design Software Configuration Phone,null,16,null,null,0
3198,prdb-1905,US,Retailer,null,null,null,null,160000,null,null,0
3200,prdb-1907,US,Retailer,null,null,null,null,204,null,null,0
3207,prdb-1914,US,Retailer,null,null,null,null,1446,null,null,0
3221,prdb-1928,US,Retailer,null,null,null,null,132,null,null,0
3224,prdb-1931,US,Retailer,null,null,null,null,1500,null,null,0
3231,prdb-1938,US,Retailer,null,null,null,null,156,null,null,0
3233,prdb-1940,US,Retailer,null,null,null,null,2000,null,null,0
3242,prdb-1949,US,Retailer,null,null,null,null,119,null,null,0
3263,prdb-1970,US,Retailer,null,null,null,null,140,null,null,0
3266,prdb-1973,US,Retailer,null,null,null,null,20,null,null,0
3268,prdb-1975,US,Retailer,null,null,null,null,1427,null,null,0
3269,prdb-1976,US,Retailer,null,null,null,null,1285,null,null,0
3273,prdb-1980,US,Retailer,null,Physical Attack Skimmer,null,Physical Theft,200,null,null,0
3283,prdb-1990,US,Retailer,null,null,null,Physical Loss,1874,null,null,0
3286,prdb-1993,US,Retailer,null,null,null,null,18,null,null,0
3288,prdb-1995,US,Retailer,null,null,null,null,2000,null,null,0
3297,prdb-2004,US,Retailer,null,Information Exchange Spam,Implementation Email Configuration Network,Physical Theft Authenticate Brute force,120000,null,null,0
3305,prdb-2012,US,Retailer,null,null,Configuration Phone,null,117600,null,null,0
3307,prdb-2014,US,Retailer,null,Physical Attack Skimmer,null,Physical Theft,135,null,null,0
3310,prdb-2017,US,Retailer,null,null,null,null,200,null,null,0
3314,prdb-2021,US,Retailer,null,null,null,null,150,null,null,0
3338,prdb-2045,US,Retailer,null,null,Implementation Email Configuration Phone,null,1300,null,null,0
3348,prdb-2055,US,Retailer,null,null,null,Physical Theft,183,null,null,0
3371,prdb-2078,US,Retailer,null,null,null,Physical Theft,200,null,null,0
3376,prdb-2083,US,Retailer,null,null,null,Spoof Scam,15,null,null,0
3378,prdb-2085,US,Retailer,null,null,null,null,12,null,null,0
3390,prdb-2097,US,Retailer,null,null,Implementation Email Configuration Website,null,1290000,null,null,0
3404,prdb-2111,US,Retailer,null,null,null,Physical Theft Spoof Scam,185,null,null,0
3405,prdb-2112,US,Retailer,null,null,Implementation Email Configuration Website,Spoof Phishing,125,null,null,0
3418,prdb-2125,US,Retailer,null,null,null,null,16,null,null,0
3421,prdb-2128,US,Retailer,null,null,null,null,1400,null,null,0
3428,prdb-2135,US,Retailer,null,Physical Attack Surveillance,null,null,200,null,null,0
3431,prdb-2138,US,Retailer,null,null,null,Physical Theft Spoof Forgery,16,null,null,0
3438,prdb-2145,US,Retailer,null,null,null,null,130,null,null,0
3439,prdb-2146,US,Retailer,null,null,null,null,201,null,null,0
3446,prdb-2153,US,Retailer,null,null,Implementation Email,null,12456,null,null,0
3460,prdb-2167,US,Retailer,null,null,Implementation Email Configuration Website,null,1755,null,null,0
3462,prdb-2169,US,Retailer,null,null,null,Physical Theft,13800,null,null,0
3475,prdb-2182,US,Retailer,null,null,Implementation Email Configuration Website,null,171000,null,null,0
3490,prdb-2197,US,Retailer,null,null,null,null,150,null,null,0
3494,prdb-2201,US,Retailer,null,null,Implementation Email,null,18,null,null,0
3512,prdb-2219,US,Retailer,null,null,Implementation Email,null,170,null,null,0
3513,prdb-2220,US,Retailer,null,null,null,Physical Theft,200,null,null,0
3519,prdb-2226,US,Retailer,null,null,null,null,1313,null,null,0
3538,prdb-2245,US,Retailer,null,null,null,null,1818,null,null,0
3595,prdb-2302,US,Retailer,null,null,Configuration Website,null,1200,null,null,0
3608,prdb-2315,US,Retailer,null,null,null,null,200,null,null,0
3648,prdb-2355,US,Retailer,null,null,null,null,120000,null,null,0
3664,prdb-2371,US,Retailer,null,null,Configuration Network,null,1600,null,null,0
3669,prdb-2376,US,Retailer,null,null,null,Physical Theft,1200000,null,null,0
3701,prdb-2408,US,Retailer,null,null,null,null,1434,null,null,0
3702,prdb-2409,US,Retailer,null,null,Configuration Website,null,1208,null,null,0
3705,prdb-2412,US,Retailer,null,null,null,null,2000000,null,null,0
3708,prdb-2415,US,Retailer,null,null,null,null,12,null,null,0
3719,prdb-2426,US,Retailer,null,null,Implementation Email,null,161,null,null,0
3720,prdb-2427,US,Retailer,null,null,null,null,158,null,null,0
3722,prdb-2429,US,Retailer,null,null,null,null,137,null,null,0
3724,prdb-2431,US,Retailer,null,null,Configuration Phone,null,139,null,null,0
3733,prdb-2440,US,Retailer,null,null,Physical Documents Configuration Phone,null,119000,null,null,0
3734,prdb-2441,US,Retailer,null,null,null,null,142,null,null,0
3736,prdb-2443,US,Retailer,null,null,Implementation Email,null,158,null,null,0
3738,prdb-2445,US,Retailer,null,null,Implementation Email,null,150000000,null,null,0
3742,prdb-2449,US,Retailer,null,null,Design Software,null,150000,null,null,0
3750,prdb-2457,US,Retailer,null,null,null,null,1870,null,null,0
3754,prdb-2461,US,Retailer,null,null,Configuration Website,null,120000000,null,null,0
3762,prdb-2469,US,Education,null,null,null,null,15790,null,null,0
3763,prdb-2470,US,Education,null,null,Configuration Phone,null,120000,null,null,0
3768,prdb-2475,US,Education,null,null,null,null,1200,null,null,0
3783,prdb-2490,US,Education,null,null,null,null,14000,null,null,0
3784,prdb-2491,US,Education,null,null,null,null,1400,null,null,0
3785,prdb-2492,US,Education,null,null,null,null,150000,null,null,0
3791,prdb-2498,US,Education,null,null,Physical Documents Implementation Email Configuration Website,null,1500,null,null,0
3804,prdb-2511,US,Education,null,null,null,null,154,null,null,0
3808,prdb-2515,US,Education,null,null,null,null,1600,null,null,0
3814,prdb-2521,US,Education,null,null,null,null,13000,null,null,0
3826,prdb-2533,US,Education,null,null,null,Physical Theft,159,null,null,0
3827,prdb-2534,US,Education,null,null,null,null,12000,null,null,0
3834,prdb-2541,US,Education,null,null,null,null,14000,null,null,0
3837,prdb-2544,US,Education,null,null,Implementation Email,null,1250,null,null,0
3839,prdb-2546,US,Education,null,null,null,null,1850,null,null,0
3840,prdb-2547,US,Education,null,null,Implementation Email,null,1400,null,null,0
3842,prdb-2549,US,Education,null,null,null,null,197000,null,null,0
3845,prdb-2552,US,Education,null,null,null,null,1351,null,null,0
3848,prdb-2555,US,Education,null,null,Configuration Network,null,1200,null,null,0
3851,prdb-2558,US,Education,null,null,null,null,1294,null,null,0
3853,prdb-2560,US,Education,null,null,null,null,1300,null,null,0
3856,prdb-2563,US,Education,null,null,Implementation Email,null,16,null,null,0
3857,prdb-2564,US,Education,null,null,null,Physical Theft,184,null,null,0
3859,prdb-2566,US,Education,null,null,null,null,180000,null,null,0
3860,prdb-2567,US,Education,null,null,null,null,18,null,null,0
3862,prdb-2569,US,Education,null,null,null,null,200,null,null,0
3872,prdb-2579,US,Education,null,null,Configuration Phone,null,1500,null,null,0
3873,prdb-2580,US,Education,null,null,null,null,17000,null,null,0
3878,prdb-2585,US,Education,null,null,null,null,2000,null,null,0
3883,prdb-2590,US,Education,null,null,null,null,1600,null,null,0
3885,prdb-2592,US,Education,null,null,null,null,2100,null,null,0
3889,prdb-2596,US,Education,null,null,null,null,2093,null,null,0
3891,prdb-2598,US,Education,null,null,null,null,1372,null,null,0
3892,prdb-2599,US,Education,null,null,null,null,14500,null,null,0
3898,prdb-2605,US,Education,null,null,null,null,200,null,null,0
3904,prdb-2611,US,Education,null,null,null,Physical Theft,2000,null,null,0
3905,prdb-2612,US,Education,null,null,Implementation Email,null,143,null,null,0
3906,prdb-2613,US,Education,null,null,null,null,1740,null,null,0
3910,prdb-2617,US,Education,null,null,null,null,210,null,null,0
3914,prdb-2621,US,Education,null,null,null,null,2000,null,null,0
3916,prdb-2623,US,Education,null,null,null,null,17500,null,null,0
3920,prdb-2627,US,Education,null,null,Implementation Email,null,140,null,null,0
3923,prdb-2630,US,Education,null,null,null,null,15000,null,null,0
3924,prdb-2631,US,Education,null,null,null,null,15000,null,null,0
3932,prdb-2639,US,Education,null,null,null,null,200,null,null,0
3933,prdb-2640,US,Education,null,null,null,null,122,null,null,0
3936,prdb-2643,US,Education,null,null,null,null,1400,null,null,0
3939,prdb-2646,US,Education,null,null,null,null,1220,null,null,0
3949,prdb-2656,US,Education,null,null,null,null,2000,null,null,0
3951,prdb-2658,US,Education,null,null,null,null,1950,null,null,0
3959,prdb-2666,US,Education,null,null,null,null,14000,null,null,0
3963,prdb-2670,US,Education,null,null,null,null,175,null,null,0
3970,prdb-2677,US,Education,null,null,null,null,197000,null,null,0
3986,prdb-2693,US,Education,null,null,null,null,199,null,null,0
3992,prdb-2699,US,Education,null,null,null,null,1800,null,null,0
4003,prdb-2710,US,Education,null,null,null,null,1482,null,null,0
